INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP
323,101,9/7/2013 20:38,2026,20.3,19.91,0.39,3.8,1823,0.052,0.412,0.36,3.5,0.9,0.6,0.49,DYNAMIC,0.03,-7.76,661,314,35.3
324,101,9/7/2013 20:48,1794,20.3,19.95,0.35,3.8,1716,0.052,0.392,0.34,3.5,0.956,0.5,0.49,STABLE,0.09,-7.67,304,51,35.4
325,101,9/7/2013 20:59,2113,20.31,19.89,0.41,3.8,1965,0.053,0.442,0.389,3.5,0.93,0.6,0.49,STABLE,0.07,-7.6,738,364,35.6
326,101,9/7/2013 21:09,1675,20.3,19.97,0.33,3.9,1593,0.053,0.368,0.315,3.5,0.951,0.5,0.49,DYNAMIC,0.06,-7.54,202,19,35.6
327,101,9/7/2013 21:20,1985,20.3,19.91,0.39,3.9,1942,0.053,0.438,0.385,3.5,0.978,0.6,0.49,STABLE,0.1,-7.44,478,159,35.2
328,101,9/7/2013 21:30,2134,20.3,19.88,0.42,3.9,2094,0.053,0.467,0.413,3.6,0.981,0.6,0.49,STABLE,0,-7.44,456,97,35
329,101,9/7/2013 21:41,1610,20.3,19.98,0.32,3.9,1532,0.053,0.356,0.303,3.6,0.951,0.5,0.49,STABLE,-0.01,-7.45,243,33,35.1
330,101,9/7/2013 21:51,1246,20.3,20.06,0.24,3.9,1152,0.053,0.281,0.228,3.6,0.924,0.4,0.49,STABLE,0,-7.45,35,0,34.6
331,101,9/7/2013 22:02,1293,20.3,20.05,0.25,3.9,1176,0.053,0.286,0.233,3.6,0.91,0.4,0.49,STABLE,0,-7.45,89,5,34.2
332,101,9/7/2013 22:12,1321,20.3,20.04,0.26,4,1180,0.053,0.287,0.233,3.6,0.893,0.4,0.49,STABLE,0,-7.45,14,1,33.9
333,101,9/7/2013 22:23,1334,20.3,20.04,0.26,4,1205,0.054,0.291,0.238,3.6,0.903,0.4,0.49,STABLE,0,-7.45,69,0,33.7
334,101,9/7/2013 22:33,1418,20.3,20.02,0.27,4,1252,0.054,0.301,0.247,3.6,0.883,0.4,0.49,STABLE,0,-7.45,155,1,33.7
335,101,9/7/2013 22:44,1606,20.3,19.98,0.31,4,1463,0.054,0.343,0.289,3.7,0.911,0.5,0.49,STABLE,0.02,-7.43,126,18,34.1
336,101,9/7/2013 22:54,1442,20.3,20.02,0.28,4,1329,0.054,0.317,0.263,3.7,0.921,0.4,0.49,STABLE,-0.01,-7.44,195,9,34.1
337,101,9/7/2013 23:05,1925,20.3,19.92,0.38,4,1809,0.054,0.412,0.358,3.7,0.94,0.6,0.49,STABLE,0.01,-7.43,455,157,34.6
338,101,9/7/2013 23:15,2135,20.3,19.88,0.42,4.1,1973,0.054,0.445,0.39,3.7,0.924,0.6,0.49,DYNAMIC,0.12,-7.31,107,14,34.8
339,101,9/7/2013 23:26,2133,20.3,19.88,0.42,4.1,2015,0.054,0.452,0.397,3.7,0.945,0.6,0.49,DYNAMIC,0.11,-7.2,223,108,34.9
340,101,9/7/2013 23:36,2004,20.3,19.9,0.4,4.1,1974,0.054,0.445,0.391,3.7,0.985,0.6,0.49,STABLE,0.18,-7.02,325,72,34.9
341,101,9/7/2013 23:47,1615,20.3,19.98,0.32,4.1,1552,0.055,0.362,0.307,3.8,0.961,0.5,0.49,STABLE,-0.01,-7.03,131,25,34.9
342,101,9/7/2013 23:57,1239,20.3,20.05,0.24,4.1,1177,0.054,0.288,0.233,3.8,0.95,0.4,0.49,STABLE,0,-7.03,330,1,34.5
343,101,9/8/2013 0:08,1218,20.29,20.05,0.24,4.1,1179,0.054,0.288,0.234,3.8,0.969,0.4,0.49,STABLE,0,-7.03,0,0,34
344,101,9/8/2013 0:18,1494,20.29,20,0.29,4.2,1399,0.054,0.331,0.277,3.8,0.936,0.4,0.49,STABLE,0,-7.03,25,1,33.9
345,101,9/8/2013 0:29,1373,20.3,20.03,0.27,4.2,1257,0.054,0.303,0.249,3.8,0.916,0.4,0.49,STABLE,-0.01,-7.04,187,2,33.9
346,101,9/8/2013 0:39,1358,20.3,20.03,0.27,4.2,1262,0.054,0.304,0.25,3.8,0.93,0.4,0.49,STABLE,0,-7.04,29,5,33.8
347,101,9/8/2013 0:50,1531,20.3,20,0.3,4.2,1374,0.054,0.325,0.271,3.8,0.897,0.4,0.49,STABLE,0,-7.04,86,0,33.9
348,101,9/8/2013 1:00,1545,20.3,19.99,0.3,4.2,1458,0.054,0.343,0.289,3.9,0.943,0.4,0.49,STABLE,0,-7.04,224,13,34.5
349,101,9/8/2013 1:11,1384,20.3,20.03,0.27,4.2,1269,0.054,0.306,0.251,3.9,0.917,0.4,0.49,STABLE,0,-7.04,72,9,34.5
350,101,9/8/2013 1:21,2098,20.29,19.88,0.41,4.2,1936,0.055,0.438,0.383,3.9,0.923,0.6,0.49,STABLE,0.09,-6.95,443,74,34.5
351,101,9/8/2013 1:32,1816,20.3,19.94,0.36,4.3,1734,0.054,0.398,0.343,3.9,0.955,0.5,0.49,DYNAMIC,0,-6.95,299,26,34.9
352,101,9/8/2013 1:42,2150,20.29,19.87,0.43,4.3,2061,0.055,0.467,0.412,3.9,0.959,0.6,0.49,STABLE,0.25,-6.7,241,64,34.9
353,101,9/8/2013 1:53,2284,20.29,19.84,0.46,4.3,2290,0.055,0.511,0.457,4,1.003,0.7,0.49,STABLE,0,-6.7,707,289,35.2
354,101,9/8/2013 2:03,2314,20.29,19.84,0.46,4.3,2316,0.055,0.512,0.457,4,1.001,0.7,0.49,STABLE,0,-6.7,772,344,35.8
355,101,9/8/2013 2:14,1977,20.29,19.9,0.39,4.4,1919,0.055,0.435,0.38,4,0.971,0.6,0.49,DYNAMIC,0.02,-6.68,432,129,36
356,101,9/8/2013 2:24,1979,20.3,19.91,0.39,4.4,1890,0.055,0.43,0.375,4,0.955,0.6,0.49,DYNAMIC,-7.91,-14.59,32,9,35.4
357,101,9/8/2013 2:35,2139,20.3,19.88,0.42,4.4,2072,0.055,0.466,0.411,4,0.969,0.6,0.49,STABLE,8.32,-6.27,500,79,35.3
358,101,9/8/2013 2:45,2280,20.29,19.84,0.45,4.4,2290,0.055,0.509,0.454,4.1,1.004,0.7,0.49,STABLE,-0.01,-6.28,436,128,35.4
359,101,9/8/2013 2:56,1510,20.29,19.99,0.3,4.4,1482,0.055,0.349,0.293,4.1,0.981,0.4,0.49,STABLE,0,-6.28,123,15,35.6
360,101,9/8/2013 3:06,1199,20.29,20.06,0.24,4.5,1169,0.056,0.288,0.232,4.1,0.975,0.4,0.49,STABLE,0,-6.28,1,0,35
361,101,9/8/2013 3:17,1202,20.29,20.06,0.24,4.5,1165,0.056,0.287,0.231,4.1,0.969,0.4,0.49,STABLE,-0.01,-6.29,1,1,34.3
362,101,9/8/2013 3:27,1119,20.29,20.07,0.22,4.5,1107,0.056,0.275,0.219,4.1,0.989,0.3,0.49,STABLE,0,-6.29,22,2,33.9
363,101,9/8/2013 3:38,1284,20.3,20.04,0.25,4.5,1224,0.055,0.298,0.243,4.1,0.954,0.4,0.49,STABLE,0,-6.29,66,10,33.5
364,101,9/8/2013 3:48,1331,20.29,20.03,0.26,4.5,1322,0.055,0.317,0.262,4.1,0.993,0.4,0.49,STABLE,0,-6.29,169,0,33.6
365,101,9/8/2013 3:59,1039,20.29,20.09,0.21,4.5,1031,0.055,0.259,0.204,4.2,0.993,0.3,0.49,STABLE,-0.01,-6.3,32,9,33.5
366,101,9/8/2013 4:09,1223,20.29,20.05,0.24,4.5,1160,0.055,0.285,0.23,4.2,0.949,0.4,0.49,STABLE,0,-6.3,126,25,33.1
367,101,9/8/2013 4:20,1543,20.3,19.99,0.3,4.5,1436,0.055,0.339,0.285,4.2,0.931,0.4,0.49,STABLE,0,-6.3,146,5,33.2
368,101,9/8/2013 4:30,1174,20.29,20.06,0.23,4.6,1122,0.055,0.276,0.221,4.2,0.956,0.3,0.49,STABLE,0,-6.3,33,0,33.4
369,101,9/8/2013 4:41,1385,20.29,20.03,0.27,4.6,1277,0.055,0.308,0.252,4.2,0.922,0.4,0.49,STABLE,0,-6.3,224,19,33.2
370,101,9/8/2013 4:51,2188,20.29,19.87,0.43,4.6,2020,0.055,0.455,0.4,4.2,0.923,0.6,0.49,STABLE,0.02,-6.28,98,14,33.3
371,101,9/8/2013 5:02,2251,20.29,19.85,0.44,4.6,2095,0.055,0.47,0.415,4.2,0.93,0.7,0.49,DYNAMIC,0.04,-6.24,101,9,34.1
372,101,9/8/2013 5:12,2169,20.3,19.87,0.43,4.6,2131,0.055,0.476,0.421,4.3,0.983,0.6,0.49,STABLE,0.25,-5.99,533,118,34.6
373,101,9/8/2013 5:23,2124,20.29,19.87,0.42,4.7,2161,0.055,0.483,0.428,4.3,1.017,0.6,0.49,STABLE,-0.01,-6,532,58,34.5
374,101,9/8/2013 5:33,1744,20.29,19.95,0.34,4.7,1742,0.055,0.4,0.344,4.3,0.999,0.5,0.49,STABLE,0,-6,326,14,34.9
375,101,9/8/2013 5:44,1130,20.29,20.07,0.22,4.7,1110,0.055,0.275,0.22,4.3,0.983,0.3,0.49,STABLE,0,-6,0,0,34.8
376,101,9/8/2013 5:54,1035,20.29,20.09,0.2,4.7,1021,0.055,0.258,0.202,4.3,0.987,0.3,0.49,STABLE,-0.01,-6.01,11,1,34.1
377,101,9/8/2013 6:05,973,20.29,20.1,0.19,4.7,972,0.055,0.247,0.193,4.3,0.999,0.3,0.49,STABLE,0,-6.01,38,4,33.5
378,101,9/8/2013 6:15,946,20.29,20.11,0.19,4.7,921,0.054,0.237,0.182,4.3,0.974,0.3,0.49,STABLE,0,-6.01,149,23,32.9
379,101,9/8/2013 6:26,918,20.29,20.11,0.18,4.7,911,0.054,0.234,0.18,4.4,0.992,0.3,0.49,STABLE,0,-6.01,185,26,32.5
380,101,9/8/2013 6:36,1451,20.29,20.01,0.28,4.7,1390,0.054,0.329,0.275,4.4,0.959,0.4,0.49,STABLE,0,-6.01,109,20,32.2
381,101,9/8/2013 6:47,1557,20.29,19.99,0.3,4.8,1408,0.053,0.332,0.279,4.4,0.904,0.4,0.49,STABLE,-0.01,-6.02,274,28,32.4
382,101,9/8/2013 6:57,1001,20.29,20.1,0.2,4.8,961,0.053,0.243,0.19,4.4,0.96,0.3,0.49,STABLE,0,-6.02,53,2,32.6
383,101,9/8/2013 7:08,888,20.3,20.12,0.17,4.8,808,0.053,0.213,0.16,4.4,0.91,0.3,0.49,STABLE,0,-6.02,72,0,32.2
384,101,9/8/2013 7:18,1109,20.29,20.08,0.21,4.8,984,0.053,0.248,0.195,4.4,0.887,0.3,0.49,STABLE,0,-6.02,63,6,31.8
385,101,9/8/2013 7:29,1171,20.29,20.07,0.23,4.8,1028,0.053,0.257,0.204,4.4,0.878,0.3,0.49,STABLE,-0.01,-6.03,96,4,31.8
386,101,9/8/2013 7:39,1206,20.29,20.06,0.23,4.8,1040,0.053,0.258,0.205,4.4,0.862,0.3,0.49,STABLE,0,-6.03,28,1,31.8
387,101,9/8/2013 7:50,1150,20.29,20.07,0.22,4.8,1017,0.053,0.254,0.201,4.4,0.885,0.3,0.49,STABLE,-0.01,-6.04,87,8,31.8
388,101,9/8/2013 8:00,1279,20.29,20.05,0.25,4.8,1096,0.053,0.269,0.217,4.5,0.857,0.4,0.49,STABLE,0.01,-6.03,87,25,31.8
389,101,9/8/2013 8:11,1382,20.29,20.03,0.27,4.8,1210,0.053,0.292,0.239,4.5,0.876,0.4,0.49,STABLE,-0.01,-6.04,81,10,31.9
390,101,9/8/2013 8:21,2073,20.29,19.89,0.4,4.9,1862,0.052,0.421,0.369,4.5,0.898,0.6,0.49,STABLE,0,-6.04,150,25,32.6
391,101,9/8/2013 8:32,1845,20.3,19.94,0.36,4.9,1714,0.052,0.392,0.34,4.5,0.929,0.5,0.49,DYNAMIC,0.09,-5.95,160,21,33.6
392,101,9/8/2013 8:42,1901,20.3,19.92,0.38,4.9,1908,0.052,0.43,0.378,4.5,1.004,0.6,0.49,STABLE,0.05,-5.9,395,87,33.5
393,101,9/8/2013 8:53,1431,20.3,20.01,0.28,4.9,1378,0.052,0.325,0.273,4.5,0.963,0.4,0.49,STABLE,-0.01,-5.91,423,5,33.3
394,101,9/8/2013 9:03,973,20.3,20.11,0.19,4.9,932,0.052,0.237,0.184,4.5,0.957,0.3,0.49,STABLE,-0.01,-5.92,507,0,33
395,101,9/8/2013 9:14,931,20.29,20.11,0.18,4.9,899,0.052,0.23,0.178,4.6,0.966,0.3,0.49,STABLE,0,-5.92,22,0,32.4
396,101,9/8/2013 9:24,1132,20.3,20.08,0.22,5,1004,0.052,0.25,0.198,4.6,0.886,0.3,0.49,STABLE,0,-5.92,61,0,32
397,101,9/8/2013 9:35,1454,20.3,20.01,0.28,5,1373,0.052,0.323,0.272,4.6,0.944,0.4,0.49,STABLE,0,-5.92,244,0,31.8
398,101,9/8/2013 9:45,1388,20.29,20.02,0.27,5,1380,0.052,0.325,0.274,4.6,0.994,0.4,0.49,STABLE,-0.01,-5.93,337,7,31.8
399,101,9/8/2013 9:56,1181,20.3,20.07,0.23,5,1113,0.052,0.272,0.22,4.6,0.942,0.3,0.49,STABLE,0,-5.93,147,11,32
400,101,9/8/2013 10:06,1155,20.3,20.07,0.22,5,1013,0.052,0.253,0.201,4.6,0.877,0.3,0.49,STABLE,0,-5.93,5,0,32.3
401,101,9/8/2013 10:17,1409,20.3,20.03,0.27,5,1194,0.052,0.288,0.237,4.6,0.847,0.4,0.49,STABLE,0,-5.93,1,1,32.5
402,101,9/8/2013 10:27,1482,20.3,20.01,0.28,5,1268,0.052,0.303,0.251,4.6,0.856,0.4,0.49,STABLE,-0.01,-5.94,150,17,32.9
403,101,9/8/2013 10:38,1701,20.29,19.97,0.33,5.1,1472,0.054,0.346,0.292,4.7,0.866,0.5,0.49,STABLE,0,-5.94,217,33,33.3
404,101,9/8/2013 10:48,1609,20.29,19.98,0.31,5.1,1449,0.057,0.344,0.287,4.7,0.901,0.5,0.49,STABLE,0,-5.94,190,23,33.7
405,101,9/8/2013 10:59,1235,20.29,20.06,0.24,5.1,1067,0.057,0.268,0.211,4.7,0.864,0.4,0.49,STABLE,0.01,-5.93,4,0,33.7
406,101,9/8/2013 11:09,1285,20.29,20.05,0.25,5.1,1093,0.057,0.273,0.216,4.7,0.851,0.4,0.49,STABLE,-0.01,-5.94,103,4,33.4
407,101,9/8/2013 11:20,1371,20.29,20.03,0.26,5.1,1187,0.056,0.291,0.235,4.7,0.866,0.4,0.49,STABLE,0,-5.94,34,0,33.3
408,101,9/8/2013 11:30,1419,20.29,20.02,0.27,5.1,1231,0.056,0.299,0.244,4.7,0.867,0.4,0.49,STABLE,-0.01,-5.95,126,22,33.5
409,101,9/8/2013 11:41,1373,20.29,20.03,0.26,5.1,1191,0.055,0.291,0.236,4.7,0.868,0.4,0.49,STABLE,0.01,-5.94,76,2,33.6
410,101,9/8/2013 11:51,1320,20.29,20.04,0.25,5.2,1151,0.055,0.282,0.227,4.7,0.872,0.4,0.49,STABLE,0,-5.94,141,14,33.7
411,101,9/8/2013 12:02,1339,20.29,20.04,0.26,5.2,1159,0.055,0.284,0.229,4.8,0.866,0.4,0.49,STABLE,-0.01,-5.95,40,3,33.7
412,101,9/8/2013 12:12,1956,20.29,19.91,0.38,5.2,1751,0.055,0.402,0.347,4.8,0.895,0.6,0.49,STABLE,0.01,-5.94,168,41,33.7
413,101,9/8/2013 12:23,2142,20.29,19.88,0.41,5.2,1888,0.054,0.429,0.374,4.8,0.881,0.6,0.49,STABLE,0.07,-5.87,416,164,34.7
414,101,9/8/2013 12:33,2003,20.29,19.91,0.39,5.2,1832,0.054,0.416,0.362,4.8,0.915,0.6,0.49,STABLE,0.21,-5.66,198,19,34.8
415,101,9/8/2013 12:44,2012,20.29,19.9,0.4,5.2,2009,0.054,0.451,0.397,4.8,0.998,0.6,0.49,STABLE,0,-5.66,307,42,34.9
416,101,9/8/2013 12:54,1839,20.29,19.93,0.37,5.3,1810,0.054,0.416,0.362,4.8,0.984,0.5,0.49,STABLE,-0.01,-5.67,441,66,35.1
417,101,9/8/2013 13:05,1418,20.3,20.02,0.28,5.3,1339,0.054,0.319,0.265,4.9,0.945,0.4,0.49,STABLE,0,-5.67,125,5,35.1
418,101,9/8/2013 13:15,1188,20.29,20.06,0.23,5.3,1113,0.053,0.274,0.221,4.9,0.937,0.3,0.49,STABLE,0,-5.67,1,0,34.7
419,101,9/8/2013 13:26,1340,20.29,20.03,0.26,5.3,1212,0.053,0.296,0.242,4.9,0.905,0.4,0.49,STABLE,0,-5.67,0,0,34.4
420,101,9/8/2013 13:36,1342,20.29,20.03,0.26,5.3,1205,0.053,0.292,0.238,4.9,0.897,0.4,0.49,STABLE,-0.01,-5.68,15,1,34.4
421,101,9/8/2013 13:47,1380,20.29,20.03,0.27,5.3,1194,0.053,0.29,0.237,4.9,0.865,0.4,0.49,STABLE,0,-5.68,40,7,34.3
422,101,9/8/2013 13:57,1342,20.29,20.03,0.26,5.3,1219,0.053,0.294,0.242,4.9,0.908,0.4,0.49,STABLE,0,-5.68,121,30,34.1
423,101,9/8/2013 14:08,1511,20.3,20,0.29,5.4,1404,0.053,0.33,0.277,4.9,0.929,0.4,0.49,STABLE,0,-5.68,210,38,34
424,101,9/8/2013 14:18,1251,20.29,20.05,0.24,5.4,1084,0.053,0.267,0.214,4.9,0.866,0.4,0.49,STABLE,0,-5.68,195,0,34
425,101,9/8/2013 14:29,1437,20.3,20.02,0.27,5.4,1198,0.052,0.289,0.237,5,0.834,0.4,0.49,STABLE,-0.01,-5.69,158,2,34
426,101,9/8/2013 14:39,1403,20.3,20.02,0.27,5.4,1190,0.053,0.291,0.238,5,0.848,0.4,0.48,STABLE,0,-5.69,151,1,34.1
427,101,9/8/2013 14:50,1409,20.29,20.02,0.27,5.4,1194,0.052,0.29,0.237,5,0.847,0.4,0.49,STABLE,0,-5.69,96,0,34.2
428,101,9/8/2013 15:00,1359,20.29,20.03,0.26,5.4,1150,0.053,0.28,0.228,5,0.846,0.4,0.49,STABLE,0,-5.69,49,1,34.1
429,101,9/8/2013 15:11,1324,20.29,20.03,0.26,5.4,1163,0.052,0.283,0.231,5,0.879,0.4,0.49,STABLE,0,-5.69,228,0,34
430,101,9/8/2013 15:21,1387,20.29,20.03,0.27,5.5,1173,0.052,0.285,0.232,5,0.846,0.4,0.49,STABLE,0,-5.69,260,3,34
431,101,9/8/2013 15:32,1418,20.29,20.02,0.27,5.5,1250,0.052,0.3,0.248,5,0.881,0.4,0.49,STABLE,0,-5.69,64,0,34.1
432,101,9/8/2013 15:42,1691,20.29,19.97,0.33,5.5,1485,0.052,0.346,0.294,5,0.878,0.5,0.49,STABLE,0,-5.69,73,8,34.1
433,101,9/8/2013 15:53,1924,20.29,19.92,0.38,5.5,1812,0.052,0.411,0.359,5.1,0.942,0.6,0.49,STABLE,0.02,-5.67,261,17,34.3
434,101,9/8/2013 16:03,1730,20.3,19.96,0.34,5.5,1565,0.052,0.362,0.31,5.1,0.905,0.5,0.49,DYNAMIC,0.08,-5.59,171,16,35
435,101,9/8/2013 16:14,1836,20.3,19.94,0.36,5.5,1697,0.052,0.388,0.335,5.1,0.924,0.5,0.49,DYNAMIC,0.16,-5.43,149,11,34.9
436,101,9/8/2013 16:24,2102,20.29,19.88,0.42,5.6,2124,0.052,0.471,0.419,5.1,1.011,0.6,0.49,STABLE,0.15,-5.28,282,55,34.8
437,101,9/8/2013 16:35,1649,20.3,19.97,0.32,5.6,1608,0.052,0.37,0.318,5.1,0.975,0.5,0.49,STABLE,-0.01,-5.29,268,40,35.1
438,101,9/8/2013 16:45,1286,20.3,20.05,0.25,5.6,1210,0.052,0.292,0.239,5.1,0.941,0.4,0.49,STABLE,0,-5.29,0,0,35
439,101,9/8/2013 16:56,1419,20.3,20.02,0.28,5.6,1319,0.052,0.313,0.261,5.2,0.929,0.4,0.49,STABLE,0,-5.29,34,1,34.8
440,101,9/8/2013 17:06,1471,20.3,20.01,0.29,5.6,1353,0.052,0.321,0.268,5.2,0.92,0.4,0.49,STABLE,0,-5.29,33,1,34.7
441,101,9/8/2013 17:17,1458,20.3,20.02,0.28,5.6,1349,0.052,0.318,0.266,5.2,0.925,0.4,0.49,STABLE,0,-5.29,138,0,34.7
442,101,9/8/2013 17:27,1615,20.3,19.99,0.31,5.7,1457,0.052,0.34,0.288,5.2,0.902,0.5,0.49,STABLE,0,-5.29,79,4,34.8
443,101,9/8/2013 17:38,1985,20.3,19.91,0.39,5.7,1953,0.052,0.438,0.386,5.2,0.984,0.6,0.49,STABLE,0,-5.29,533,84,34.8
444,101,9/8/2013 17:48,1329,20.3,20.04,0.26,5.7,1238,0.053,0.298,0.245,5.2,0.931,0.4,0.49,STABLE,0,-5.29,41,0,35.2
445,101,9/8/2013 17:59,1724,20.3,19.96,0.34,5.7,1597,0.052,0.369,0.317,5.3,0.926,0.5,0.49,STABLE,0,-5.29,189,31,35
446,101,9/8/2013 18:09,1841,20.3,19.94,0.36,5.7,1782,0.053,0.406,0.354,5.3,0.968,0.5,0.49,STABLE,0,-5.29,195,34,35
447,101,9/8/2013 18:20,1470,20.3,20.01,0.29,5.7,1373,0.053,0.324,0.271,5.3,0.934,0.4,0.49,STABLE,0,-5.29,12,0,35.3
448,101,9/8/2013 18:30,2015,20.3,19.91,0.39,5.8,1862,0.053,0.42,0.368,5.3,0.924,0.6,0.49,STABLE,0.07,-5.22,344,29,35.4
449,101,9/8/2013 18:41,2218,20.3,19.87,0.43,5.8,2164,0.053,0.479,0.426,5.3,0.975,0.6,0.49,STABLE,0.14,-5.08,256,94,35.8
450,101,9/8/2013 18:51,2321,20.3,19.85,0.45,5.8,2218,0.053,0.492,0.439,5.3,0.956,0.7,0.49,DYNAMIC,0.04,-5.04,783,323,36.4
451,101,9/8/2013 19:02,2062,20.3,19.89,0.41,5.8,1993,0.053,0.449,0.395,5.4,0.967,0.6,0.49,DYNAMIC,0.1,-4.94,211,48,36.3
452,101,9/8/2013 19:12,2060,20.3,19.89,0.41,5.9,2041,0.054,0.457,0.403,5.4,0.991,0.6,0.49,STABLE,0.07,-4.87,434,60,36
453,101,9/8/2013 19:23,1880,20.3,19.93,0.37,5.9,1850,0.054,0.42,0.366,5.4,0.984,0.6,0.49,STABLE,0.09,-4.78,195,35,36.2
454,101,9/8/2013 19:33,2001,20.3,19.9,0.39,5.9,1948,0.054,0.438,0.384,5.4,0.974,0.6,0.49,DYNAMIC,0.04,-4.74,215,46,35.8
455,101,9/8/2013 19:44,2258,20.3,19.85,0.44,5.9,2249,0.054,0.496,0.442,5.4,0.996,0.7,0.49,STABLE,0.21,-4.53,247,74,35.7
456,101,9/8/2013 19:54,1768,20.3,19.95,0.35,5.9,1754,0.054,0.399,0.345,5.5,0.992,0.5,0.49,STABLE,0.01,-4.52,131,35,36
457,101,9/8/2013 20:05,1299,20.3,20.04,0.26,6,1281,0.054,0.307,0.252,5.5,0.986,0.4,0.49,STABLE,-0.01,-4.53,6,1,35.8
458,101,9/8/2013 20:15,1256,20.3,20.05,0.25,6,1218,0.054,0.295,0.241,5.5,0.97,0.4,0.49,STABLE,0.01,-4.52,79,20,35.3
459,101,9/8/2013 20:26,1436,20.3,20.02,0.28,6,1384,0.054,0.328,0.274,5.5,0.964,0.4,0.49,STABLE,-0.01,-4.53,103,15,34.9
460,101,9/8/2013 20:36,1691,20.3,19.97,0.33,6,1552,0.054,0.36,0.306,5.5,0.918,0.5,0.49,STABLE,0.01,-4.52,273,0,35
461,101,9/8/2013 20:47,1759,20.3,19.96,0.34,6,1667,0.054,0.383,0.329,5.5,0.948,0.5,0.49,STABLE,-0.01,-4.53,230,7,35.1
462,101,9/8/2013 20:57,1451,20.3,20.01,0.28,6,1413,0.054,0.332,0.278,5.6,0.974,0.4,0.49,STABLE,0,-4.53,166,32,35.1
463,101,9/8/2013 21:08,1894,20.3,19.93,0.37,6,1741,0.054,0.397,0.343,5.6,0.919,0.5,0.49,STABLE,0.01,-4.52,92,5,35.1
464,101,9/8/2013 21:18,2156,20.3,19.87,0.42,6.1,2076,0.054,0.465,0.41,5.6,0.963,0.6,0.49,STABLE,0.09,-4.43,287,51,35.4
465,101,9/8/2013 21:29,2154,20.3,19.88,0.42,6.1,2085,0.054,0.467,0.413,5.6,0.968,0.6,0.49,DYNAMIC,0.07,-4.36,187,17,35.6
466,101,9/8/2013 21:39,2249,20.3,19.85,0.44,6.1,2270,0.054,0.502,0.448,5.6,1.009,0.7,0.49,STABLE,0.2,-4.16,199,28,35.6
467,101,9/8/2013 21:50,1681,20.3,19.97,0.33,6.1,1669,0.055,0.385,0.33,5.7,0.993,0.5,0.49,STABLE,0,-4.16,167,32,35.9
468,101,9/8/2013 22:00,1274,20.3,20.04,0.25,6.1,1264,0.055,0.305,0.25,5.7,0.992,0.4,0.49,STABLE,0,-4.16,74,1,35.7
469,101,9/8/2013 22:11,1213,20.3,20.06,0.24,6.2,1200,0.055,0.292,0.237,5.7,0.99,0.4,0.49,STABLE,0,-4.16,85,3,35.2
470,101,9/8/2013 22:21,1272,20.3,20.05,0.25,6.2,1241,0.055,0.299,0.245,5.7,0.975,0.4,0.49,STABLE,0,-4.16,54,2,34.8
471,101,9/8/2013 22:32,1418,20.29,20.02,0.28,6.2,1341,0.055,0.319,0.264,5.7,0.946,0.4,0.49,STABLE,0,-4.16,60,0,34.7
472,101,9/8/2013 22:42,1434,20.29,20.01,0.28,6.2,1329,0.055,0.318,0.263,5.7,0.927,0.4,0.49,STABLE,0,-4.16,29,0,34.7
473,101,9/8/2013 22:53,1959,20.29,19.91,0.38,6.2,1889,0.055,0.428,0.373,5.7,0.964,0.6,0.49,STABLE,0,-4.16,386,25,34.7
474,101,9/8/2013 23:03,1377,20.29,20.02,0.27,6.2,1340,0.055,0.32,0.266,5.8,0.974,0.4,0.49,STABLE,0,-4.16,16,2,35.1
475,101,9/8/2013 23:14,1896,20.3,19.93,0.37,6.2,1739,0.054,0.399,0.345,5.8,0.917,0.5,0.49,DYNAMIC,0,-4.16,270,46,34.8
476,101,9/8/2013 23:24,2398,20.3,19.83,0.47,6.3,2269,0.055,0.503,0.449,5.8,0.946,0.7,0.49,DYNAMIC,0.22,-3.94,240,24,34.8
477,101,9/8/2013 23:35,2625,20.3,19.78,0.52,6.3,2605,0.055,0.57,0.516,5.8,0.992,0.8,0.49,STABLE,0.2,-3.74,556,230,35.1
478,101,9/8/2013 23:45,2326,20.3,19.84,0.46,6.3,2385,0.055,0.526,0.471,5.8,1.025,0.7,0.49,STABLE,0,-3.74,690,279,36.2
479,101,9/8/2013 23:56,2134,20.3,19.88,0.42,6.3,2148,0.055,0.479,0.424,5.9,1.006,0.6,0.49,STABLE,0,-3.74,324,54,36.1
480,101,9/9/2013 0:06,1286,20.29,20.04,0.25,6.4,1261,0.055,0.303,0.248,5.9,0.981,0.4,0.49,STABLE,-0.01,-3.75,4,0,36.2
481,101,9/9/2013 0:17,1169,20.3,20.07,0.23,6.4,1133,0.055,0.279,0.224,5.9,0.97,0.3,0.49,STABLE,0,-3.75,94,7,35.5
482,101,9/9/2013 0:27,1119,20.3,20.08,0.22,6.4,1071,0.055,0.267,0.212,5.9,0.957,0.3,0.49,STABLE,0,-3.75,39,4,34.8
483,101,9/9/2013 0:38,1258,20.3,20.05,0.24,6.4,1145,0.055,0.281,0.226,5.9,0.91,0.4,0.49,STABLE,0,-3.75,89,11,34.4
484,101,9/9/2013 0:48,1393,20.3,20.03,0.27,6.4,1267,0.055,0.305,0.251,5.9,0.909,0.4,0.49,STABLE,0,-3.75,64,10,34.3
