OXYMAX CSV DATA FILE 

CSV FILE CREATION:1/2/2014 10:08:23 PM
EXPERIMENT START:9/5/2013 12:13:58 PM
DATA FILENAME:C:\Users\Katherine\Documents\CLAMS\CLAMS runs\Tibor\2013-09-05-Exp 27 Ob prelim #2.CDTA

GROUP/CAGE:0101
O2 CAL Date:
CO2 CAL Date:
SUBJECT ID:ob pctp wt HL M1077
SUBJECT MASS:58.3 G
wt 352:

REFERENCE SETTLE TIME:85 seconds
REFERENCE MEASURE TIME:5 seconds
CAGE SETTLE TIME:85 seconds
CAGE MEASURE TIME:5 seconds
REFERENCE METHOD:EVRYN N=6
HEAT CALCULATION METHOD:STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
1,0101,9/5/2013 12:17:13 PM ,1145,20.47,20.25,0.22,0.0,967,0.056,0.247,0.191,0.0,0.844,0.3,0.49,STABLE,0.00,0.00,0,0,36.1,
2,0101,9/5/2013 12:27:43 PM ,1145,20.47,20.25,0.22,0.0,997,0.056,0.254,0.198,0.0,0.871,0.3,0.49,STABLE,0.00,0.00,212,20,35.9,
3,0101,9/5/2013 12:38:13 PM ,1216,20.47,20.23,0.23,0.0,1000,0.056,0.255,0.199,0.0,0.822,0.3,0.49,STABLE,0.00,0.00,46,1,36.1,
4,0101,9/5/2013 12:48:43 PM ,1069,20.46,20.25,0.20,0.0,854,0.055,0.225,0.169,0.0,0.799,0.3,0.49,STABLE,0.00,0.00,45,4,36.2,
5,0101,9/5/2013 12:59:13 PM ,993,20.45,20.26,0.19,0.0,809,0.055,0.216,0.161,0.0,0.814,0.3,0.49,STABLE,0.00,0.00,22,1,36.2,
6,0101,9/5/2013 1:09:43 PM ,986,20.43,20.24,0.19,0.1,802,0.055,0.214,0.159,0.0,0.814,0.3,0.49,STABLE,0.00,0.00,127,8,36.1,
7,0101,9/5/2013 1:20:13 PM ,981,20.41,20.22,0.19,0.1,792,0.054,0.211,0.157,0.1,0.807,0.3,0.49,STABLE,0.00,0.00,13,2,36.1,
8,0101,9/5/2013 1:30:43 PM ,949,20.40,20.21,0.18,0.1,769,0.054,0.209,0.154,0.1,0.810,0.3,0.48,STABLE,0.00,0.00,3,2,36.1,
9,0101,9/5/2013 1:41:13 PM ,936,20.38,20.20,0.18,0.1,767,0.054,0.208,0.154,0.1,0.819,0.3,0.48,STABLE,0.00,0.00,15,0,36.1,
10,0101,9/5/2013 1:51:43 PM ,935,20.37,20.19,0.18,0.1,769,0.054,0.207,0.153,0.1,0.822,0.3,0.49,STABLE,0.00,0.00,109,2,36.2,
11,0101,9/5/2013 2:02:13 PM ,937,20.36,20.18,0.18,0.1,761,0.054,0.204,0.151,0.1,0.812,0.3,0.49,STABLE,0.00,0.00,10,3,36.1,
12,0101,9/5/2013 2:12:43 PM ,955,20.35,20.17,0.18,0.1,819,0.053,0.216,0.162,0.1,0.858,0.3,0.49,STABLE,0.00,0.00,43,10,36.2,
13,0101,9/5/2013 2:23:13 PM ,936,20.34,20.16,0.18,0.1,769,0.053,0.205,0.152,0.1,0.822,0.3,0.49,STABLE,0.00,0.00,7,1,36.2,
14,0101,9/5/2013 2:33:43 PM ,889,20.33,20.16,0.17,0.1,745,0.053,0.200,0.147,0.1,0.838,0.3,0.49,STABLE,0.00,0.00,0,0,36.2,
15,0101,9/5/2013 2:44:13 PM ,928,20.33,20.15,0.18,0.1,796,0.053,0.210,0.157,0.1,0.858,0.3,0.49,STABLE,0.00,0.00,147,24,36.2,
16,0101,9/5/2013 2:54:43 PM ,1363,20.33,20.06,0.27,0.2,1249,0.053,0.300,0.247,0.1,0.916,0.4,0.49,STABLE,0.00,0.00,160,30,36.4,
17,0101,9/5/2013 3:05:13 PM ,1300,20.32,20.07,0.25,0.2,1148,0.053,0.280,0.227,0.1,0.883,0.4,0.49,DYNAMIC,-15.88,-15.88,242,34,36.7,
18,0101,9/5/2013 3:15:43 PM ,1094,20.32,20.11,0.21,0.2,892,0.052,0.229,0.176,0.2,0.815,0.3,0.49,STABLE,15.88,0.00,148,31,36.4,
19,0101,9/5/2013 3:26:13 PM ,1054,20.32,20.11,0.20,0.2,867,0.052,0.224,0.171,0.2,0.823,0.3,0.49,STABLE,-0.29,-0.29,149,10,36.7,
20,0101,9/5/2013 3:36:43 PM ,950,20.31,20.13,0.18,0.2,759,0.052,0.202,0.150,0.2,0.799,0.3,0.49,STABLE,-1.31,-1.60,65,5,36.5,
21,0101,9/5/2013 3:47:13 PM ,916,20.31,20.14,0.17,0.2,725,0.052,0.195,0.143,0.2,0.792,0.3,0.49,STABLE,0.60,-1.00,32,5,36.3,
22,0101,9/5/2013 3:57:43 PM ,891,20.30,20.13,0.17,0.2,727,0.051,0.195,0.144,0.2,0.816,0.3,0.49,DYNAMIC,0.63,-0.37,34,2,36.2,
23,0101,9/5/2013 4:08:13 PM ,870,20.30,20.13,0.17,0.2,742,0.051,0.198,0.147,0.2,0.852,0.2,0.49,DYNAMIC,-0.84,-1.21,34,2,36.1,
24,0101,9/5/2013 4:18:43 PM ,863,20.30,20.13,0.16,0.2,698,0.051,0.190,0.138,0.2,0.809,0.2,0.49,STABLE,1.24,0.03,41,3,36.0,
25,0101,9/5/2013 4:29:13 PM ,919,20.30,20.12,0.17,0.2,737,0.051,0.197,0.146,0.2,0.802,0.3,0.49,STABLE,0.00,0.03,38,9,35.9,
26,0101,9/5/2013 4:39:43 PM ,895,20.30,20.13,0.17,0.3,728,0.051,0.195,0.144,0.2,0.814,0.3,0.49,STABLE,0.01,0.04,53,25,35.9,
27,0101,9/5/2013 4:50:13 PM ,859,20.29,20.13,0.16,0.3,720,0.051,0.193,0.142,0.2,0.838,0.2,0.49,STABLE,0.00,0.04,29,10,35.9,
28,0101,9/5/2013 5:00:43 PM ,975,20.29,20.11,0.19,0.3,830,0.051,0.215,0.164,0.2,0.851,0.3,0.49,STABLE,0.00,0.04,251,65,36.0,
29,0101,9/5/2013 5:11:13 PM ,1177,20.29,20.07,0.23,0.3,1000,0.051,0.249,0.198,0.2,0.850,0.3,0.49,DYNAMIC,-0.80,-0.76,493,83,36.3,
30,0101,9/5/2013 5:21:43 PM ,1110,20.29,20.08,0.21,0.3,927,0.051,0.234,0.183,0.2,0.835,0.3,0.49,STABLE,0.83,0.07,112,40,36.5,
31,0101,9/5/2013 5:32:13 PM ,972,20.29,20.10,0.19,0.3,835,0.051,0.216,0.165,0.3,0.859,0.3,0.49,STABLE,0.00,0.07,69,23,36.5,
32,0101,9/5/2013 5:42:43 PM ,1154,20.29,20.07,0.22,0.3,1031,0.051,0.255,0.204,0.3,0.893,0.3,0.49,DYNAMIC,0.01,0.08,133,39,36.5,
33,0101,9/5/2013 5:53:13 PM ,1305,20.29,20.04,0.25,0.3,1169,0.051,0.282,0.231,0.3,0.896,0.4,0.49,DYNAMIC,-5.37,-5.29,125,8,36.6,
34,0101,9/5/2013 6:03:43 PM ,1178,20.29,20.06,0.23,0.3,1087,0.051,0.266,0.215,0.3,0.923,0.3,0.49,DYNAMIC,-13.82,-19.11,11,7,36.8,
35,0101,9/5/2013 6:14:13 PM ,1304,20.29,20.04,0.26,0.4,1252,0.051,0.298,0.247,0.3,0.960,0.4,0.49,DYNAMIC,19.31,0.20,311,111,36.6,
36,0101,9/5/2013 6:24:43 PM ,1293,20.29,20.04,0.26,0.4,1281,0.051,0.305,0.254,0.3,0.990,0.4,0.49,DYNAMIC,-12.06,-11.86,104,41,36.9,
37,0101,9/5/2013 6:35:13 PM ,1740,20.29,19.95,0.34,0.4,1731,0.051,0.393,0.342,0.3,0.995,0.5,0.49,STABLE,12.09,0.23,556,134,36.9,
38,0101,9/5/2013 6:45:43 PM ,1352,20.29,20.03,0.26,0.4,1270,0.052,0.303,0.251,0.3,0.940,0.4,0.49,STABLE,-7.46,-7.23,61,12,37.3,
39,0101,9/5/2013 6:56:13 PM ,1278,20.28,20.03,0.26,0.4,1271,0.052,0.306,0.254,0.4,0.995,0.4,0.49,STABLE,-3.20,-10.43,2,0,37.1,
40,0101,9/5/2013 7:06:43 PM ,1334,20.29,20.02,0.27,0.4,1307,0.052,0.313,0.261,0.4,0.980,0.4,0.49,STABLE,10.80,0.37,54,29,37.0,
41,0101,9/5/2013 7:17:13 PM ,1590,20.29,19.97,0.31,0.4,1556,0.052,0.360,0.307,0.4,0.979,0.5,0.49,STABLE,0.00,0.37,271,59,37.2,
42,0101,9/5/2013 7:27:43 PM ,1480,20.28,19.99,0.29,0.5,1462,0.052,0.341,0.289,0.4,0.988,0.4,0.49,STABLE,0.03,0.40,208,81,37.5,
43,0101,9/5/2013 7:38:13 PM ,1439,20.28,20.00,0.28,0.5,1398,0.053,0.329,0.277,0.4,0.972,0.4,0.49,STABLE,-8.23,-7.83,56,8,37.7,
44,0101,9/5/2013 7:48:43 PM ,1305,20.28,20.03,0.26,0.5,1286,0.053,0.307,0.254,0.4,0.985,0.4,0.49,DYNAMIC,8.29,0.46,189,70,37.6,
45,0101,9/5/2013 7:59:13 PM ,1427,20.28,20.00,0.28,0.5,1463,0.053,0.342,0.289,0.4,1.025,0.4,0.49,DYNAMIC,-0.05,0.41,217,62,37.6,
46,0101,9/5/2013 8:09:43 PM ,1338,20.28,20.02,0.26,0.5,1281,0.053,0.307,0.254,0.5,0.958,0.4,0.49,STABLE,-21.85,-21.44,44,11,37.4,
47,0101,9/5/2013 8:20:13 PM ,1365,20.28,20.01,0.27,0.5,1310,0.053,0.313,0.260,0.5,0.960,0.4,0.49,DYNAMIC,2.91,-18.53,23,9,37.3,
48,0101,9/5/2013 8:30:43 PM ,1398,20.28,20.01,0.27,0.5,1298,0.053,0.310,0.257,0.5,0.929,0.4,0.49,STABLE,-0.55,-19.08,0,0,37.3,
49,0101,9/5/2013 8:41:13 PM ,1428,20.28,20.00,0.28,0.6,1400,0.053,0.330,0.277,0.5,0.981,0.4,0.49,DYNAMIC,1.15,-17.93,29,20,37.3,
50,0101,9/5/2013 8:51:43 PM ,1347,20.28,20.02,0.26,0.6,1309,0.054,0.313,0.259,0.5,0.972,0.4,0.49,STABLE,18.51,0.58,102,41,37.4,
51,0101,9/5/2013 9:02:13 PM ,1459,20.28,19.99,0.29,0.6,1424,0.053,0.335,0.282,0.5,0.976,0.4,0.49,STABLE,-6.30,-5.72,123,25,37.6,
52,0101,9/5/2013 9:12:43 PM ,1424,20.28,20.00,0.28,0.6,1401,0.054,0.331,0.277,0.5,0.984,0.4,0.49,DYNAMIC,-8.76,-14.48,37,22,37.5,
53,0101,9/5/2013 9:23:13 PM ,1388,20.28,20.01,0.27,0.6,1355,0.054,0.323,0.269,0.6,0.976,0.4,0.49,DYNAMIC,15.18,0.70,131,47,37.2,
54,0101,9/5/2013 9:33:43 PM ,1527,20.28,19.98,0.30,0.6,1475,0.054,0.346,0.292,0.6,0.966,0.4,0.49,DYNAMIC,-7.15,-6.45,60,22,37.4,
55,0101,9/5/2013 9:44:13 PM ,1326,20.28,20.02,0.26,0.6,1287,0.054,0.308,0.254,0.6,0.971,0.4,0.49,DYNAMIC,-1.37,-7.82,9,7,37.4,
56,0101,9/5/2013 9:54:43 PM ,1293,20.28,20.03,0.26,0.7,1296,0.054,0.311,0.257,0.6,1.003,0.4,0.49,DYNAMIC,-1.07,-8.89,20,14,37.3,
57,0101,9/5/2013 10:05:13 PM ,1290,20.28,20.02,0.26,0.7,1287,0.054,0.309,0.255,0.6,0.998,0.4,0.49,DYNAMIC,5.69,-3.20,80,28,37.2,
58,0101,9/5/2013 10:15:43 PM ,1205,20.28,20.04,0.24,0.7,1199,0.054,0.292,0.237,0.6,0.995,0.4,0.49,STABLE,4.05,0.85,96,7,37.2,
59,0101,9/5/2013 10:26:13 PM ,1389,20.28,20.01,0.27,0.7,1360,0.054,0.323,0.269,0.6,0.979,0.4,0.49,DYNAMIC,-0.01,0.84,168,22,37.4,
60,0101,9/5/2013 10:36:43 PM ,1203,20.28,20.05,0.24,0.7,1142,0.054,0.281,0.226,0.6,0.950,0.3,0.49,DYNAMIC,-5.85,-5.01,0,0,37.2,
61,0101,9/5/2013 10:47:13 PM ,1284,20.28,20.03,0.25,0.7,1267,0.054,0.305,0.251,0.7,0.987,0.4,0.49,DYNAMIC,-3.38,-8.39,11,2,37.0,
62,0101,9/5/2013 10:57:43 PM ,1124,20.28,20.06,0.22,0.7,1123,0.054,0.277,0.223,0.7,0.999,0.3,0.49,DYNAMIC,-1.73,-10.12,34,17,36.9,
63,0101,9/5/2013 11:08:13 PM ,1380,20.28,20.01,0.27,0.7,1340,0.054,0.320,0.266,0.7,0.971,0.4,0.49,STABLE,5.49,-4.63,105,32,37.0,
64,0101,9/5/2013 11:18:43 PM ,1284,20.28,20.03,0.25,0.8,1259,0.055,0.304,0.249,0.7,0.981,0.4,0.49,STABLE,-7.09,-11.72,18,6,37.0,
65,0101,9/5/2013 11:29:13 PM ,1197,20.28,20.05,0.24,0.8,1156,0.055,0.284,0.229,0.7,0.966,0.3,0.49,STABLE,12.74,1.02,41,18,36.9,
66,0101,9/5/2013 11:39:43 PM ,1414,20.28,20.00,0.28,0.8,1392,0.055,0.331,0.276,0.7,0.985,0.4,0.49,STABLE,0.10,1.12,123,38,36.9,
67,0101,9/5/2013 11:50:13 PM ,1397,20.28,20.00,0.28,0.8,1406,0.055,0.334,0.279,0.7,1.006,0.4,0.49,DYNAMIC,-12.35,-11.23,50,16,37.0,
68,0101,9/6/2013 12:00:43 AM ,1295,20.28,20.02,0.26,0.8,1269,0.055,0.308,0.253,0.7,0.980,0.4,0.49,DYNAMIC,0.40,-10.83,127,43,37.0,
69,0101,9/6/2013 12:11:13 AM ,1138,20.28,20.06,0.22,0.8,1105,0.055,0.275,0.220,0.8,0.971,0.3,0.49,DYNAMIC,-1.92,-12.75,5,5,36.8,
70,0101,9/6/2013 12:21:43 AM ,1076,20.28,20.07,0.21,0.8,1029,0.055,0.259,0.204,0.8,0.956,0.3,0.49,STABLE,-0.28,-13.03,0,0,36.6,
71,0101,9/6/2013 12:32:13 AM ,1065,20.28,20.07,0.21,0.9,1009,0.054,0.255,0.200,0.8,0.947,0.3,0.49,STABLE,-0.75,-13.78,7,4,36.6,
72,0101,9/6/2013 12:42:43 AM ,1052,20.28,20.08,0.21,0.9,998,0.055,0.253,0.198,0.8,0.948,0.3,0.49,DYNAMIC,14.92,1.14,40,13,36.4,
73,0101,9/6/2013 12:53:13 AM ,1259,20.28,20.04,0.25,0.9,1178,0.055,0.289,0.234,0.8,0.936,0.4,0.49,DYNAMIC,-9.20,-8.06,57,9,36.5,
74,0101,9/6/2013 1:03:43 AM ,1367,20.28,20.02,0.27,0.9,1302,0.055,0.312,0.258,0.8,0.952,0.4,0.49,DYNAMIC,-0.50,-8.56,33,16,36.6,
75,0101,9/6/2013 1:14:13 AM ,1436,20.28,19.99,0.29,0.9,1456,0.056,0.345,0.289,0.8,1.014,0.4,0.49,STABLE,9.86,1.30,255,67,36.7,
76,0101,9/6/2013 1:24:43 AM ,1185,20.28,20.05,0.23,0.9,1100,0.056,0.275,0.218,0.8,0.928,0.3,0.49,DYNAMIC,-1.46,-0.16,3,1,36.8,
77,0101,9/6/2013 1:35:13 AM ,1100,20.28,20.07,0.22,0.9,1059,0.056,0.266,0.210,0.9,0.963,0.3,0.49,DYNAMIC,-0.45,-0.61,18,8,36.6,
78,0101,9/6/2013 1:45:43 AM ,1171,20.28,20.05,0.23,0.9,1124,0.056,0.279,0.223,0.9,0.960,0.3,0.49,STABLE,-4.72,-5.33,16,3,36.7,
79,0101,9/6/2013 1:56:13 AM ,1122,20.29,20.07,0.22,0.9,1028,0.056,0.260,0.204,0.9,0.916,0.3,0.49,DYNAMIC,-1.24,-6.57,2,2,36.6,
80,0101,9/6/2013 2:06:43 AM ,1152,20.28,20.06,0.23,1.0,1112,0.056,0.276,0.220,0.9,0.965,0.3,0.49,DYNAMIC,7.94,1.37,66,21,36.4,
81,0101,9/6/2013 2:17:13 AM ,1114,20.28,20.06,0.22,1.0,1032,0.056,0.260,0.204,0.9,0.926,0.3,0.49,DYNAMIC,-6.61,-5.24,10,0,36.5,
82,0101,9/6/2013 2:27:43 AM ,1208,20.28,20.04,0.24,1.0,1179,0.056,0.290,0.234,0.9,0.977,0.4,0.49,STABLE,6.67,1.43,66,32,36.5,
83,0101,9/6/2013 2:38:13 AM ,1332,20.28,20.02,0.26,1.0,1250,0.055,0.303,0.247,0.9,0.938,0.4,0.49,DYNAMIC,-8.80,-7.37,166,43,36.6,
84,0101,9/6/2013 2:48:43 AM ,1090,20.28,20.07,0.21,1.0,1023,0.056,0.258,0.202,0.9,0.938,0.3,0.49,DYNAMIC,-1.35,-8.72,0,0,36.6,
85,0101,9/6/2013 2:59:13 AM ,1024,20.28,20.08,0.20,1.0,990,0.055,0.251,0.196,0.9,0.967,0.3,0.49,DYNAMIC,-1.45,-10.17,10,9,36.4,
86,0101,9/6/2013 3:09:43 AM ,1010,20.28,20.08,0.20,1.0,944,0.056,0.245,0.189,1.0,0.934,0.3,0.48,DYNAMIC,-0.72,-10.89,0,0,36.2,
87,0101,9/6/2013 3:20:13 AM ,969,20.28,20.09,0.19,1.0,906,0.056,0.236,0.180,1.0,0.935,0.3,0.49,DYNAMIC,-0.31,-11.20,1,1,36.2,
88,0101,9/6/2013 3:30:43 AM ,1280,20.28,20.04,0.25,1.1,1177,0.056,0.288,0.232,1.0,0.919,0.4,0.49,DYNAMIC,12.69,1.49,210,59,36.3,
89,0101,9/6/2013 3:41:13 AM ,1567,20.29,19.97,0.31,1.1,1566,0.056,0.366,0.310,1.0,1.000,0.5,0.49,STABLE,0.08,1.57,400,150,36.7,
90,0101,9/6/2013 3:51:43 AM ,1476,20.28,19.99,0.29,1.1,1378,0.056,0.329,0.273,1.0,0.934,0.4,0.49,DYNAMIC,-11.82,-10.25,271,116,37.1,
91,0101,9/6/2013 4:02:13 AM ,1132,20.28,20.06,0.22,1.1,1067,0.056,0.270,0.214,1.0,0.942,0.3,0.48,DYNAMIC,-2.27,-12.52,0,0,36.8,
92,0101,9/6/2013 4:12:43 AM ,1043,20.29,20.08,0.20,1.1,959,0.056,0.247,0.190,1.0,0.919,0.3,0.49,DYNAMIC,-0.85,-13.37,0,0,36.5,
93,0101,9/6/2013 4:23:13 AM ,1032,20.29,20.09,0.20,1.1,954,0.056,0.245,0.188,1.0,0.925,0.3,0.49,DYNAMIC,-1.29,-14.66,0,0,36.4,
94,0101,9/6/2013 4:33:43 AM ,1113,20.28,20.07,0.22,1.1,1030,0.056,0.260,0.203,1.0,0.925,0.3,0.49,DYNAMIC,16.26,1.60,96,25,36.3,
95,0101,9/6/2013 4:44:13 AM ,1135,20.29,20.07,0.22,1.1,1032,0.056,0.261,0.205,1.1,0.910,0.3,0.49,DYNAMIC,-8.52,-6.92,106,36,36.6,
96,0101,9/6/2013 4:54:43 AM ,1015,20.29,20.09,0.20,1.2,923,0.056,0.239,0.182,1.1,0.910,0.3,0.49,STABLE,-0.74,-7.66,0,0,36.4,
97,0101,9/6/2013 5:05:13 AM ,1202,20.28,20.05,0.23,1.2,1137,0.056,0.281,0.225,1.1,0.946,0.3,0.49,DYNAMIC,8.08,0.42,91,27,36.3,
98,0101,9/6/2013 5:15:43 AM ,1351,20.29,20.02,0.27,1.2,1308,0.057,0.316,0.259,1.1,0.968,0.4,0.49,DYNAMIC,1.33,1.75,154,31,36.6,
99,0101,9/6/2013 5:26:13 AM ,1071,20.28,20.07,0.21,1.2,1019,0.057,0.258,0.201,1.1,0.951,0.3,0.49,STABLE,-5.16,-3.41,32,3,36.5,
100,0101,9/6/2013 5:36:43 AM ,969,20.28,20.09,0.19,1.2,906,0.057,0.236,0.179,1.1,0.935,0.3,0.49,DYNAMIC,0.00,-3.41,0,0,36.3,
101,0101,9/6/2013 5:47:13 AM ,947,20.29,20.10,0.18,1.2,879,0.056,0.230,0.173,1.1,0.928,0.3,0.49,DYNAMIC,0.00,-3.41,4,2,36.2,
102,0101,9/6/2013 5:57:43 AM ,908,20.28,20.11,0.18,1.2,844,0.056,0.223,0.167,1.1,0.929,0.3,0.49,DYNAMIC,0.00,-3.41,1,0,36.0,
103,0101,9/6/2013 6:08:13 AM ,911,20.29,20.11,0.18,1.2,831,0.056,0.220,0.164,1.1,0.913,0.3,0.49,DYNAMIC,-0.59,-4.00,0,0,35.9,
104,0101,9/6/2013 6:18:43 AM ,890,20.29,20.11,0.17,1.2,790,0.055,0.212,0.156,1.1,0.888,0.3,0.49,DYNAMIC,0.00,-4.00,6,3,35.9,
105,0101,9/6/2013 6:29:13 AM ,881,20.29,20.12,0.17,1.2,747,0.055,0.203,0.148,1.2,0.849,0.2,0.49,DYNAMIC,-0.84,-4.84,3,1,35.7,
106,0101,9/6/2013 6:39:43 AM ,1088,20.28,20.07,0.21,1.3,986,0.055,0.250,0.195,1.2,0.905,0.3,0.49,DYNAMIC,1.51,-3.33,77,21,35.7,
107,0101,9/6/2013 6:50:13 AM ,1104,20.29,20.07,0.21,1.3,982,0.055,0.249,0.194,1.2,0.889,0.3,0.49,DYNAMIC,5.15,1.82,143,43,36.0,
108,0101,9/6/2013 7:00:43 AM ,915,20.29,20.11,0.18,1.3,804,0.055,0.215,0.159,1.2,0.879,0.3,0.49,DYNAMIC,0.00,1.82,40,8,35.7,
109,0101,9/6/2013 7:11:13 AM ,847,20.29,20.13,0.16,1.3,742,0.056,0.202,0.147,1.2,0.875,0.2,0.49,DYNAMIC,0.00,1.82,2,1,35.4,
110,0101,9/6/2013 7:21:43 AM ,810,20.29,20.13,0.16,1.3,710,0.055,0.196,0.140,1.2,0.876,0.2,0.49,DYNAMIC,0.00,1.82,0,0,35.2,
111,0101,9/6/2013 7:32:13 AM ,806,20.29,20.14,0.15,1.3,693,0.055,0.192,0.137,1.2,0.860,0.2,0.49,DYNAMIC,-17.13,-15.31,0,0,35.2,
112,0101,9/6/2013 7:42:43 AM ,778,20.29,20.14,0.15,1.3,695,0.055,0.192,0.137,1.2,0.893,0.2,0.49,DYNAMIC,0.00,-15.31,0,0,35.1,
113,0101,9/6/2013 7:53:13 AM ,805,20.29,20.14,0.15,1.3,685,0.055,0.190,0.135,1.2,0.851,0.2,0.49,DYNAMIC,0.00,-15.31,2,0,35.0,
114,0101,9/6/2013 8:03:43 AM ,775,20.29,20.14,0.15,1.3,671,0.055,0.188,0.133,1.2,0.866,0.2,0.49,DYNAMIC,0.00,-15.31,10,7,35.1,
115,0101,9/6/2013 8:14:13 AM ,768,20.29,20.14,0.15,1.3,666,0.055,0.187,0.131,1.2,0.867,0.2,0.49,DYNAMIC,0.00,-15.31,17,14,35.1,
116,0101,9/6/2013 8:24:43 AM ,759,20.29,20.14,0.15,1.3,658,0.055,0.185,0.130,1.2,0.867,0.2,0.49,DYNAMIC,0.00,-15.31,13,8,35.0,
117,0101,9/6/2013 8:35:13 AM ,746,20.29,20.15,0.14,1.3,644,0.055,0.182,0.127,1.2,0.863,0.2,0.49,DYNAMIC,0.00,-15.31,23,10,35.0,
118,0101,9/6/2013 8:45:43 AM ,734,20.29,20.15,0.14,1.4,622,0.055,0.178,0.123,1.3,0.848,0.2,0.49,DYNAMIC,0.00,-15.31,0,0,35.0,
119,0101,9/6/2013 8:56:13 AM ,779,20.30,20.15,0.15,1.4,652,0.055,0.183,0.128,1.3,0.837,0.2,0.49,DYNAMIC,16.30,0.99,17,9,35.0,
120,0101,9/6/2013 9:06:43 AM ,748,20.30,20.16,0.14,1.4,627,0.055,0.179,0.123,1.3,0.838,0.2,0.49,DYNAMIC,-1.17,-0.18,0,0,35.0,
121,0101,9/6/2013 9:17:13 AM ,758,20.30,20.15,0.14,1.4,624,0.055,0.178,0.123,1.3,0.823,0.2,0.49,DYNAMIC,-6.54,-6.72,0,0,35.0,
122,0101,9/6/2013 9:27:43 AM ,749,20.30,20.16,0.14,1.4,611,0.056,0.176,0.120,1.3,0.816,0.2,0.49,DYNAMIC,-1.67,-8.39,0,0,35.1,
123,0101,9/6/2013 9:38:13 AM ,742,20.29,20.15,0.14,1.4,609,0.056,0.176,0.120,1.3,0.821,0.2,0.49,DYNAMIC,-1.55,-9.94,4,3,35.1,
124,0101,9/6/2013 9:48:43 AM ,723,20.30,20.16,0.14,1.4,598,0.055,0.174,0.118,1.3,0.827,0.2,0.49,DYNAMIC,0.00,-9.94,1,1,35.1,
125,0101,9/6/2013 9:59:13 AM ,726,20.30,20.16,0.14,1.4,608,0.055,0.175,0.120,1.3,0.839,0.2,0.49,DYNAMIC,0.00,-9.94,3,3,35.1,
126,0101,9/6/2013 10:09:43 AM ,724,20.30,20.16,0.14,1.4,617,0.055,0.176,0.122,1.3,0.852,0.2,0.49,DYNAMIC,-5.25,-15.19,1,0,35.1,
127,0101,9/6/2013 10:20:13 AM ,729,20.30,20.16,0.14,1.4,590,0.055,0.171,0.116,1.3,0.809,0.2,0.49,DYNAMIC,-0.87,-16.06,0,0,35.0,
128,0101,9/6/2013 10:30:43 AM ,701,20.30,20.17,0.13,1.4,572,0.054,0.167,0.113,1.3,0.817,0.2,0.49,DYNAMIC,-0.31,-16.37,0,0,35.0,
129,0101,9/6/2013 10:41:13 AM ,713,20.30,20.16,0.14,1.4,578,0.055,0.169,0.114,1.3,0.811,0.2,0.49,DYNAMIC,0.00,-16.37,0,0,35.0,
130,0101,9/6/2013 10:51:43 AM ,721,20.30,20.16,0.14,1.4,585,0.055,0.170,0.115,1.3,0.812,0.2,0.49,DYNAMIC,0.00,-16.37,0,0,35.0,
131,0101,9/6/2013 11:02:13 AM ,718,20.30,20.16,0.14,1.5,613,0.056,0.177,0.121,1.3,0.853,0.2,0.49,DYNAMIC,-0.78,-17.15,0,0,35.0,
132,0101,9/6/2013 11:12:43 AM ,703,20.30,20.17,0.13,1.5,578,0.057,0.172,0.114,1.3,0.823,0.2,0.49,DYNAMIC,4.51,-12.64,0,0,34.8,
133,0101,9/6/2013 11:23:13 AM ,710,20.30,20.16,0.14,1.5,596,0.058,0.176,0.117,1.3,0.840,0.2,0.49,STABLE,14.50,1.86,25,11,34.8,
134,0101,9/6/2013 11:33:43 AM ,919,20.30,20.12,0.18,1.5,786,0.057,0.212,0.155,1.4,0.855,0.3,0.49,DYNAMIC,0.01,1.87,67,19,35.0,
135,0101,9/6/2013 11:44:13 AM ,1150,20.30,20.07,0.22,1.5,1077,0.058,0.271,0.213,1.4,0.936,0.3,0.49,STABLE,0.07,1.94,354,130,35.2,
136,0101,9/6/2013 11:54:43 AM ,975,20.31,20.12,0.19,1.5,863,0.059,0.229,0.171,1.4,0.885,0.3,0.49,DYNAMIC,-1.35,0.59,220,19,35.5,
137,0101,9/6/2013 12:05:13 PM ,810,20.31,20.15,0.15,1.5,683,0.058,0.193,0.135,1.4,0.844,0.2,0.49,DYNAMIC,0.56,1.15,64,4,35.5,
138,0101,9/6/2013 12:15:43 PM ,763,20.31,20.16,0.15,1.5,664,0.057,0.188,0.131,1.4,0.870,0.2,0.49,DYNAMIC,0.78,1.93,5,2,35.4,
